,task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem,duration
0,R2_1,1.0,j_2,1,Terminated,87076,87086,50.0,0.2,10
1,M1,1.0,j_2,1,Terminated,87076,87083,50.0,0.2,7
2,R6_3,371.0,j_3,1,Terminated,157297,157325,100.0,0.49,28
3,J4_2_3,1111.0,j_3,1,Terminated,157329,157376,100.0,0.59,47
4,R2_1,1.0,j_3,1,Terminated,157322,157328,100.0,0.39,6
5,J8_3_7,1111.0,j_3,1,Terminated,157331,157376,100.0,0.59,45
6,M3,12846.0,j_3,1,Terminated,157213,157295,100.0,0.3,82
7,R9_8,1.0,j_3,1,Terminated,157376,157381,100.0,0.39,5
8,R1_3,371.0,j_3,1,Terminated,157297,157322,100.0,0.49,25
9,R5_4,1.0,j_3,1,Terminated,157376,157381,100.0,0.39,5
10,R7_6,1.0,j_3,1,Terminated,157326,157330,100.0,0.39,4
11,M1,1.0,j_7,1,Terminated,299703,299707,100.0,0.3,4
12,R2_1,1.0,j_7,1,Terminated,299707,299710,100.0,0.39,3
13,R5_4,1.0,j_8,1,Terminated,316284,316295,50.0,0.2,11
14,M6,1138.0,j_8,1,Terminated,316284,316297,50.0,0.2,13
15,R16_15,1.0,j_8,1,Terminated,316284,316310,50.0,0.2,26
16,R10_9,1.0,j_8,1,Terminated,316284,316294,50.0,0.2,10
17,M1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2,11
18,R15_14,1.0,j_8,1,Terminated,316284,316310,50.0,0.2,26
19,M8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2,10
20,M11,116.0,j_8,1,Terminated,316284,316302,50.0,0.2,18
21,J13_2_5_7_12,3.0,j_8,1,Terminated,316284,316310,50.0,0.2,26
22,J12_10_11,1.0,j_8,1,Terminated,316284,316302,50.0,0.2,18
23,R2_1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2,11
24,R7_6,5.0,j_8,1,Terminated,316284,316305,50.0,0.3,21
25,R4_3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2,11
26,R14_13,1.0,j_8,1,Terminated,316284,316310,50.0,0.2,26
27,R9_8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2,10
28,R17_16,1.0,j_8,1,Terminated,316284,316310,50.0,0.2,26
29,M3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2,11
30,M4_3,1.0,j_15,1,Terminated,119444,119493,100.0,0.3,49
31,M1,1.0,j_15,1,Terminated,119444,119471,100.0,0.3,27
32,R3_2,1.0,j_15,1,Terminated,119444,119471,100.0,0.39,27
33,R5_4,1.0,j_15,1,Terminated,119444,119493,100.0,0.39,49
34,R2_1,1.0,j_15,1,Terminated,119444,119471,100.0,0.49,27
35,M1,1.0,j_16,1,Terminated,209345,209349,50.0,0.39,4
36,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_17,10,Terminated,580371,580515,75.0,0.1,144
37,M1,2.0,j_25,1,Terminated,222975,222978,100.0,0.3,3
38,R2_1,1.0,j_25,1,Terminated,222975,222978,100.0,0.49,3
39,R3_2,1.0,j_25,1,Terminated,222975,222978,100.0,0.39,3
40,M1,1.0,j_30,1,Terminated,97678,97679,100.0,0.2,1
41,R3_2,1.0,j_31,1,Terminated,188349,188357,50.0,0.2,8
42,M1,1.0,j_31,1,Terminated,188349,188354,50.0,0.2,5
43,R2_1,1.0,j_31,1,Terminated,188349,188355,50.0,0.2,6
44,M1,1.0,j_34,1,Terminated,669954,669955,100.0,0.3,1
45,M3,100.0,j_34,1,Terminated,669954,669965,100.0,0.3,11
46,R7_6,1.0,j_34,1,Terminated,669954,669956,100.0,0.39,2
47,M8_5_7,141.0,j_34,1,Terminated,669954,669976,100.0,0.3,22
48,J9_2_3_8,243.0,j_34,1,Terminated,669954,669988,100.0,0.59,34
49,R10_9,243.0,j_34,1,Terminated,669954,670005,100.0,0.39,51
50,M6,1.0,j_34,1,Terminated,669954,669955,100.0,0.3,1
51,R2_1,1.0,j_34,1,Terminated,669954,669962,100.0,0.39,8
52,R5_4,1.0,j_34,1,Terminated,669954,669956,100.0,0.39,2
53,M4,1.0,j_34,1,Terminated,669954,669955,100.0,0.3,1
54,M1,1.0,j_35,1,Terminated,420324,420328,50.0,0.3,4
56,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_39,6,Terminated,675912,675918,30.0,0.05,6
57,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_39,6,Terminated,675912,675920,5.0,0.03,8
58,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_39,6,Terminated,675912,675915,10.0,0.05,3
59,J6_2_5,3.0,j_49,1,Terminated,231440,231727,100.0,0.59,287
61,M5_4,1.0,j_49,1,Terminated,231440,231492,100.0,0.3,52
62,R7_6,3.0,j_49,1,Terminated,231440,231727,100.0,0.39,287
63,R2_1,1.0,j_49,1,Terminated,231440,231441,100.0,0.39,1
64,M1,1.0,j_49,1,Terminated,231440,231441,100.0,0.3,1
66,R2_1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2,1
67,M1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2,1
68,M1,1.0,j_53,1,Terminated,546934,546950,50.0,0.2,16
69,M1,1.0,j_60,1,Terminated,274091,274102,100.0,0.2,11
71,M2,1.0,j_66,1,Terminated,178509,178513,50.0,0.3,4
72,J3_1_2,1.0,j_66,1,Terminated,178509,178533,50.0,0.3,24
73,M1,4.0,j_66,1,Terminated,178509,178522,50.0,0.39,13
74,M1,1.0,j_67,1,Terminated,618233,618234,100.0,0.2,1
76,M1,1.0,j_73,1,Terminated,363607,363608,100.0,0.3,1
77,R3_2,1.0,j_73,1,Terminated,363607,363608,100.0,0.49,1
78,R2_1,1.0,j_73,1,Terminated,363607,363608,100.0,0.49,1
79,R4_3,1.0,j_73,1,Terminated,363607,363608,100.0,0.49,1
80,R5_4,1.0,j_73,1,Terminated,363607,363608,100.0,0.39,1
81,R3_2,1.0,j_76,1,Terminated,633313,633318,100.0,0.49,5
82,R4_3,1.0,j_76,1,Terminated,633313,633318,100.0,0.39,5
83,M1,11.0,j_76,1,Terminated,633313,633318,100.0,0.3,5
84,R2_1,5.0,j_76,1,Terminated,633313,633318,100.0,0.49,5
87,J7_5_6,3.0,j_79,1,Terminated,349657,349662,100.0,0.59,5
88,M4_1_2_3,3.0,j_79,1,Terminated,349657,349662,100.0,0.3,5
89,M5,1.0,j_79,1,Terminated,349657,349658,100.0,0.3,1
90,R2_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39,1
91,M6,1.0,j_79,1,Terminated,349657,349660,100.0,0.3,3
92,R1_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39,1
93,R8_4_7,7.0,j_79,1,Terminated,349657,349663,100.0,0.39,6
94,R3_5,1.0,j_79,1,Terminated,349657,349659,100.0,0.39,2
95,R2_1,1.0,j_81,1,Terminated,443709,443732,50.0,0.2,23
96,M1,1.0,j_81,1,Terminated,443709,443729,50.0,0.2,20
97,R2_1,1.0,j_82,1,Terminated,609606,609624,50.0,0.2,18
98,M3,108.0,j_82,1,Terminated,609606,609661,50.0,0.59,55
99,J4_2_3,61.0,j_82,1,Terminated,609606,609715,50.0,0.39,109
100,M1,1.0,j_82,1,Terminated,609606,609616,50.0,0.39,10
103,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_85,6,Terminated,474800,475186,10.0,0.05,386
104,R4_3,3.0,j_87,1,Terminated,444270,444277,100.0,0.39,7
105,M3_2,3.0,j_87,1,Terminated,444270,444277,100.0,0.3,7
106,M1,1.0,j_87,1,Terminated,444270,444271,100.0,0.3,1
107,R2_1,1.0,j_87,1,Terminated,444270,444272,100.0,0.39,2
108,task_LTI0MjU2NDM0NTE3NDI0MzkwNjE=,1.0,j_88,3,Terminated,248934,249248,100.0,0.39,314
109,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,1.0,j_88,3,Terminated,248934,248938,100.0,0.39,4
111,R3_2,1.0,j_89,1,Terminated,212262,212286,100.0,0.39,24
113,R9_8,11.0,j_90,1,Terminated,645686,645718,100.0,0.39,32
114,M2,1.0,j_90,1,Terminated,645686,645687,100.0,0.3,1
115,R6_5,1.0,j_90,1,Terminated,645686,645692,100.0,0.74,6
116,M4,1.0,j_90,1,Terminated,645686,645687,100.0,0.3,1
117,M5,1.0,j_90,1,Terminated,645686,645688,100.0,0.3,2
118,R7_6,1.0,j_90,1,Terminated,645686,645693,100.0,0.49,7
119,R3_2,1.0,j_90,1,Terminated,645686,645688,100.0,0.49,2
120,M1,8.0,j_90,1,Terminated,645686,645702,100.0,0.3,16
121,J8_1_3_4_7,11.0,j_90,1,Terminated,645686,645718,100.0,0.59,32
122,M1,4.0,j_92,1,Terminated,100502,100510,50.0,0.39,8
123,MergeTask,1.0,j_94,1,Terminated,360144,360147,100.0,0.1,3
124,R7_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49,2
125,J4_3_9,3.0,j_95,1,Terminated,412627,412640,100.0,0.59,13
126,R15_14,1.0,j_95,1,Terminated,412627,412640,100.0,0.39,13
127,M2,1.0,j_95,1,Terminated,412627,412636,100.0,0.3,9
128,R1_2,1.0,j_95,1,Terminated,412627,412636,100.0,0.49,9
129,J5_4_12,15.0,j_95,1,Terminated,412627,412640,100.0,0.59,13
130,M12_8_11,3.0,j_95,1,Terminated,412627,412630,100.0,0.3,3
131,R10_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49,2
132,R11_10,1.0,j_95,1,Terminated,412627,412629,100.0,0.39,2
133,R3_2,1.0,j_95,1,Terminated,412627,412640,100.0,0.49,13
134,J14_1_6_13,19.0,j_95,1,Terminated,412627,412640,100.0,0.59,13
135,R13_12,3.0,j_95,1,Terminated,412627,412630,100.0,0.49,3
136,M9,1.0,j_95,1,Terminated,412627,412629,100.0,0.3,2
137,R6_5,15.0,j_95,1,Terminated,412627,412640,100.0,0.49,13
138,R8_7,1.0,j_95,1,Terminated,412627,412629,100.0,0.39,2
139,R2_1,1.0,j_97,1,Terminated,285823,285824,100.0,0.39,1
140,M3_2,1.0,j_97,1,Terminated,285823,285830,100.0,0.3,7
141,M1,1.0,j_97,1,Terminated,285823,285824,100.0,0.3,1
142,R4_3,1.0,j_97,1,Terminated,285823,285830,100.0,0.39,7
143,M1,1.0,j_98,1,Terminated,347368,347372,100.0,0.3,4
144,R2_1,1.0,j_98,1,Terminated,347372,347375,100.0,0.39,3
145,M1,2.0,j_102,1,Terminated,118960,119057,50.0,0.39,97
146,M11,251.0,j_102,1,Terminated,118960,119151,50.0,0.69,191
147,J6_5_13,5.0,j_102,1,Terminated,118960,119274,50.0,0.39,314
148,J13_10_11_12,281.0,j_102,1,Terminated,118960,119242,50.0,0.39,282
149,R8_7,1.0,j_102,1,Terminated,118960,119294,50.0,0.2,334
150,R3_2,1.0,j_102,1,Terminated,118960,119265,50.0,0.2,305
151,M5,13.0,j_102,1,Terminated,118960,119024,50.0,0.39,64
152,R4_3,1.0,j_102,1,Terminated,118960,119584,50.0,0.2,624
153,R10_9,1.0,j_102,1,Terminated,118960,118974,50.0,0.2,14
154,R14_13,1.0,j_102,1,Terminated,118960,119249,50.0,0.2,289
155,R7_6,1.0,j_102,1,Terminated,118960,119283,50.0,0.2,323
156,M12,9.0,j_102,1,Terminated,118960,119019,50.0,0.39,59
157,J2_1_13,1.0,j_102,1,Terminated,118960,119251,50.0,0.2,291
158,R15_14,1.0,j_102,1,Terminated,118960,119259,50.0,0.2,299
159,J16_4_8_15,1.0,j_102,1,Terminated,118960,119593,50.0,0.2,633
160,M9,1.0,j_102,1,Terminated,118960,118967,50.0,0.2,7
161,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_106,6,Terminated,510707,510714,10.0,0.05,7
162,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_106,6,Terminated,510707,510752,5.0,0.03,45
163,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,28.0,j_106,6,Terminated,510707,510749,30.0,0.05,42
164,M1,1.0,j_110,1,Terminated,629449,629464,100.0,0.25,15
165,M1,1.0,j_113,1,Terminated,443416,443417,100.0,0.2,1
166,M1,2.0,j_119,1,Terminated,352583,352584,50.0,0.2,1
167,R2_1,1.0,j_119,1,Terminated,352583,352584,50.0,0.2,1
168,M1,1.0,j_121,1,Terminated,444986,444987,100.0,0.2,1
170,M11,1570.0,j_127,1,Terminated,160404,160433,100.0,0.49,29
171,J9_7_8,1.0,j_127,1,Terminated,160422,160428,100.0,0.59,6
172,R5_4,1.0,j_127,1,Terminated,160408,160411,100.0,0.49,3
173,M7_6,3.0,j_127,1,Terminated,160416,160422,100.0,0.3,6
174,J14_3_13,13.0,j_127,1,Terminated,160774,160799,100.0,0.59,25
175,J16_1_7_15,1.0,j_127,1,Terminated,160824,160869,100.0,0.49,45
176,M4,1.0,j_127,1,Terminated,160404,160407,100.0,0.3,3
177,R13_10_12,30.0,j_127,1,Terminated,160741,160774,100.0,0.49,33
178,R15_14,1.0,j_127,1,Terminated,160799,160823,100.0,0.49,24
179,R12_11,112.0,j_127,1,Terminated,160434,160464,100.0,0.49,30
180,R1_4,1.0,j_127,1,Terminated,160408,160412,100.0,0.49,4
181,M8,1.0,j_127,1,Terminated,160404,160417,100.0,0.49,13
182,M2,9.0,j_127,1,Terminated,160404,160412,100.0,0.3,8
183,R6_5,1.0,j_127,1,Terminated,160411,160416,100.0,0.39,5
184,R10_9,1.0,j_127,1,Terminated,160428,160740,100.0,0.49,312
185,R3_2,1.0,j_127,1,Terminated,160413,160439,100.0,0.49,26
186,M1,1.0,j_129,1,Terminated,455911,455918,100.0,0.3,7
187,M3_2,2223.0,j_129,1,Terminated,455926,455963,100.0,0.2,37
188,R2_1,1.0,j_129,1,Terminated,455918,455925,100.0,0.39,7
189,R2_1,1.0,j_130,1,Terminated,685036,685109,100.0,0.49,73
190,R4_3,1.0,j_130,1,Terminated,685036,685109,100.0,0.39,73
191,M1,2.0,j_130,1,Terminated,685036,685101,100.0,0.3,65
192,R3_2,1.0,j_130,1,Terminated,685036,685109,100.0,0.49,73
193,R3_2,1.0,j_131,1,Terminated,292097,292104,100.0,0.39,7
194,R2_1,1.0,j_131,1,Terminated,292097,292103,100.0,0.49,6
195,M1,1.0,j_131,1,Terminated,292097,292103,100.0,0.3,6
196,M1,77.0,j_137,1,Terminated,253346,253348,100.0,0.3,2
197,R2_1,1.0,j_137,1,Terminated,253346,253348,100.0,0.39,2
199,R9_8,11.0,j_139,1,Terminated,184260,184281,100.0,0.49,21
200,M5,2.0,j_139,1,Terminated,184260,184265,100.0,0.3,5
201,J11_9_10,13.0,j_139,1,Terminated,184260,184281,100.0,0.59,21
202,R7_6,1.0,j_139,1,Terminated,184260,184261,100.0,0.39,1
203,R2_1,1.0,j_139,1,Terminated,184260,184261,100.0,0.39,1
204,J8_2_3_4_5_7,11.0,j_139,1,Terminated,184260,184279,100.0,0.59,19
205,R12_11,13.0,j_139,1,Terminated,184260,184283,100.0,0.39,23
207,M4,3.0,j_139,1,Terminated,184260,184262,100.0,0.3,2
208,M3,3.0,j_139,1,Terminated,184260,184264,100.0,0.3,4
209,M10,1.0,j_139,1,Terminated,184260,184261,100.0,0.3,1
211,R3_2,1.0,j_142,1,Terminated,413895,413897,100.0,0.39,2
212,R2_1,1.0,j_142,1,Terminated,413895,413897,100.0,0.49,2
213,M1,2.0,j_142,1,Terminated,413895,413896,100.0,0.3,1
214,M1,19.0,j_144,1,Terminated,158363,158373,50.0,0.2,10
215,R2_1,1.0,j_144,1,Terminated,158363,158687,50.0,0.2,324
216,R3_2,1.0,j_144,1,Terminated,158363,158691,50.0,0.2,328
217,M3,323.0,j_145,1,Terminated,260031,260301,50.0,0.59,270
218,R2_1,39.0,j_145,1,Terminated,260031,260225,50.0,0.39,194
219,M1,12.0,j_145,1,Terminated,260031,260181,50.0,0.39,150
220,J4_2_3,507.0,j_145,1,Terminated,260031,260576,50.0,0.39,545
221,J5_1_4,3.0,j_146,1,Terminated,104607,104611,100.0,0.59,4
223,M1,2.0,j_146,1,Terminated,104607,104611,100.0,0.3,4
224,M4_3,1.0,j_146,1,Terminated,104607,104609,100.0,0.3,2
226,R6_5,3.0,j_146,1,Terminated,104607,104611,100.0,0.49,4
227,R8_7,1.0,j_146,1,Terminated,104607,104611,100.0,0.39,4
228,R7_6,1.0,j_146,1,Terminated,104607,104611,100.0,0.49,4
229,M1,1.0,j_147,1,Terminated,618326,618332,100.0,0.2,6
230,task_NTcxOTU5NDE4Mzk0MzEzMjMxNw==,1.0,j_148,11,Terminated,206599,206609,100.0,0.1,10
231,R2_1,22.0,j_156,1,Terminated,602009,602016,100.0,0.39,7
232,M1,1782.0,j_156,1,Terminated,602000,602008,100.0,0.3,8
233,R2_1,1.0,j_158,1,Terminated,599793,599795,100.0,0.39,2
234,J4_2_3,3.0,j_158,1,Terminated,599793,599798,100.0,0.49,5
235,M1,1.0,j_158,1,Terminated,599793,599795,100.0,0.3,2
236,M3,1.0,j_158,1,Terminated,599793,599796,100.0,0.49,3
237,M12,1.0,j_160,1,Terminated,277966,277981,100.0,0.3,15
238,M2,492.0,j_160,1,Terminated,277966,277990,100.0,0.3,24
239,M9_4_6_8,525.0,j_160,1,Terminated,277983,278016,100.0,0.3,33
240,R4_3,1.0,j_160,1,Terminated,277978,277981,100.0,0.39,3
241,M15,1.0,j_160,1,Terminated,277966,277978,100.0,0.3,12
242,J10_1_2_9,1111.0,j_160,1,Terminated,278017,278112,100.0,0.79,95
243,J13_11_12,1.0,j_160,1,Terminated,278136,278254,100.0,0.59,118
244,M7,1.0,j_160,1,Terminated,277966,277978,100.0,0.3,12
245,M5,1.0,j_160,1,Terminated,277966,277978,100.0,0.3,12
246,M3,1.0,j_160,1,Terminated,277966,277978,100.0,0.3,12
247,M1,12230.0,j_160,1,Terminated,277968,278001,100.0,0.3,33
248,R16_15,1.0,j_160,1,Terminated,277978,277986,100.0,0.39,8
249,R8_7,1.0,j_160,1,Terminated,277978,277981,100.0,0.39,3
250,R18_17,1.0,j_160,1,Terminated,278265,278271,100.0,0.39,6
251,R6_5,1.0,j_160,1,Terminated,277978,277983,100.0,0.39,5
252,M17_14_16,3.0,j_160,1,Terminated,278260,278265,100.0,0.3,5
253,R11_10,25.0,j_160,1,Terminated,278113,278136,100.0,0.49,23
254,R14_13,1.0,j_160,1,Terminated,278254,278259,100.0,0.39,5
255,M1,1.0,j_162,1,Terminated,270555,270568,100.0,0.2,13
256,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_164,10,Terminated,249400,249405,100.0,0.1,5
257,R2_1,1.0,j_171,1,Terminated,291585,291587,100.0,0.39,2
258,M1,1.0,j_171,1,Terminated,291585,291587,100.0,0.3,2
259,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_172,6,Terminated,179181,179185,10.0,0.05,4
260,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,41.0,j_172,6,Terminated,179181,179324,30.0,0.05,143
261,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_172,6,Terminated,179181,179368,5.0,0.03,187
262,M7,2.0,j_175,1,Terminated,511923,511925,100.0,0.3,2
263,R10_9,219.0,j_175,1,Terminated,511923,511934,100.0,0.39,11
264,R2_1,1.0,j_175,1,Terminated,511923,511925,100.0,0.39,2
265,M5,2.0,j_175,1,Terminated,511923,511927,100.0,0.3,4
266,M9_2_4_6_8,219.0,j_175,1,Terminated,511923,511933,100.0,0.3,10
267,M3,1.0,j_175,1,Terminated,511923,511924,100.0,0.3,1
268,R8_7,1.0,j_175,1,Terminated,511923,511926,100.0,0.39,3
269,R6_5,1.0,j_175,1,Terminated,511923,511928,100.0,0.39,5
270,M1,1.0,j_175,1,Terminated,511923,511924,100.0,0.3,1
271,R4_3,1.0,j_175,1,Terminated,511923,511925,100.0,0.39,2
272,M1,14.0,j_178,1,Terminated,146865,146880,100.0,0.3,15
273,R2_1,1.0,j_178,1,Terminated,146865,146880,100.0,0.39,15
274,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,10.0,j_189,6,Terminated,617172,617233,30.0,0.05,61
275,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_189,6,Terminated,617173,617176,10.0,0.05,3
277,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_191,6,Terminated,433370,433424,5.0,0.03,54
278,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_191,6,Terminated,433370,433374,10.0,0.05,4
279,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,91.0,j_191,6,Terminated,433370,433421,30.0,0.05,51
280,M1,1.0,j_195,1,Terminated,479723,479726,50.0,0.3,3
281,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_200,6,Terminated,546684,547477,5.0,0.03,793
282,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_200,6,Terminated,546685,547394,10.0,0.05,709
283,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,15.0,j_200,6,Terminated,546685,547465,30.0,0.05,780
284,M1,1.0,j_203,1,Terminated,245374,245384,100.0,0.2,10
285,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_204,6,Terminated,575612,575992,5.0,0.03,380
286,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_204,6,Terminated,575612,575986,10.0,0.05,374
287,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_204,6,Terminated,575612,575989,30.0,0.05,377
288,J3_1_2,1.0,j_206,1,Terminated,100258,100260,50.0,0.2,2
289,M1,1.0,j_206,1,Terminated,100258,100259,50.0,0.2,1
290,R4_3,1.0,j_206,1,Terminated,100258,100260,50.0,0.2,2
291,M2,1.0,j_206,1,Terminated,100258,100259,50.0,0.2,1
292,J3_1_2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2,1
294,M2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2,1
295,M3_2,17.0,j_209,1,Terminated,87978,87979,100.0,0.2,1
298,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_214,10,Terminated,407036,407177,75.0,0.1,141
299,M6_5,37.0,j_219,1,Terminated,652251,652255,100.0,0.3,4
300,R7_6,37.0,j_219,1,Terminated,652251,652255,100.0,0.49,4
301,R8_7,37.0,j_219,1,Terminated,652251,652255,100.0,0.39,4
302,R5_4,1.0,j_219,1,Terminated,652251,652253,100.0,0.39,2
303,M3,1.0,j_219,1,Terminated,652251,652252,100.0,0.3,1
304,M2,1.0,j_219,1,Terminated,652251,652252,100.0,0.3,1
305,R4_1_2_3,3.0,j_219,1,Terminated,652251,652252,100.0,0.49,1
306,M1,1.0,j_219,1,Terminated,652251,652252,100.0,0.3,1
307,J3_1_2,3.0,j_223,1,Terminated,550822,550840,100.0,0.59,18
308,M1,1.0,j_223,1,Terminated,550822,550840,100.0,0.3,18
309,R4_3,3.0,j_223,1,Terminated,550822,550840,100.0,0.49,18
310,M2,1.0,j_223,1,Terminated,550822,550839,100.0,0.3,17
311,R5_4,1.0,j_223,1,Terminated,550822,550840,100.0,0.39,18
312,M1,1.0,j_226,1,Terminated,300418,300422,50.0,0.39,4
313,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_228,6,Terminated,388019,388069,5.0,0.03,50
314,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_228,6,Terminated,388019,388023,10.0,0.05,4
315,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,11.0,j_228,6,Terminated,388019,388066,30.0,0.05,47
316,M1,1.0,j_229,1,Terminated,561203,561204,100.0,0.3,1
317,R3_2,1.0,j_229,1,Terminated,561203,561205,100.0,0.39,2
318,R2_1,1.0,j_229,1,Terminated,561203,561204,100.0,0.49,1
319,M5,1.0,j_230,1,Terminated,668551,668552,100.0,0.3,1
320,J4_2_3,3.0,j_230,1,Terminated,668551,668554,100.0,0.59,3
321,M3,1.0,j_230,1,Terminated,668551,668553,100.0,0.3,2
322,R9_1_8,7.0,j_230,1,Terminated,668551,668557,100.0,0.39,6
323,M2,1.0,j_230,1,Terminated,668551,668554,100.0,0.3,3
324,M6,1.0,j_230,1,Terminated,668551,668555,100.0,0.3,4
325,M1,1.0,j_230,1,Terminated,668551,668553,100.0,0.3,2
326,R7_6,1.0,j_230,1,Terminated,668551,668556,100.0,0.49,5
327,J8_4_5_7,5.0,j_230,1,Terminated,668551,668557,100.0,0.59,6
328,MergeTask,1.0,j_231,1,Terminated,543591,543643,100.0,0.1,52
329,M1,401.0,j_234,1,Terminated,346519,346604,50.0,0.39,85
330,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_236,6,Terminated,562456,562833,30.0,0.05,377
331,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_236,6,Terminated,562456,563200,5.0,0.03,744
332,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_236,6,Terminated,562456,562830,10.0,0.05,374
333,M1,1.0,j_238,1,Terminated,398522,398527,50.0,0.39,5
334,M1,1.0,j_239,1,Terminated,458548,458549,100.0,0.3,1
335,R4_3,3.0,j_239,1,Terminated,458548,458557,100.0,0.39,9
336,M3_2,3.0,j_239,1,Terminated,458548,458557,100.0,0.3,9
337,R2_1,1.0,j_239,1,Terminated,458548,458549,100.0,0.39,1
338,M1,1.0,j_241,1,Terminated,169835,169840,50.0,0.2,5
339,J4_2_3,3.0,j_243,1,Terminated,457873,458051,50.0,0.39,178
340,M6,1.0,j_243,1,Terminated,457873,457899,50.0,0.3,26
341,M1,17.0,j_243,1,Terminated,457873,458136,50.0,0.39,263
342,M2,2.0,j_243,1,Terminated,457873,458010,50.0,0.49,137
343,J7_5_6,1.0,j_243,1,Terminated,457873,458184,50.0,0.2,311
344,J5_1_4,3.0,j_243,1,Terminated,457873,458173,50.0,0.39,300
345,M3,947.0,j_243,1,Terminated,457874,457936,50.0,0.59,62
346,J7_4_6,1.0,j_245,1,Terminated,278018,278455,50.0,0.2,437
347,J9_2_8,1.0,j_245,1,Terminated,278018,278464,50.0,0.2,446
348,R10_9,1.0,j_245,1,Terminated,278018,278467,50.0,0.2,449
349,M3,367.0,j_245,1,Terminated,278019,278046,50.0,0.2,27
350,R6_5,1.0,j_245,1,Terminated,278018,278451,50.0,0.2,433
351,J2_1_6,1.0,j_245,1,Terminated,278018,278456,50.0,0.2,438
352,M5,563.0,j_245,1,Terminated,278019,278446,50.0,0.3,427
353,R11_10,1.0,j_245,1,Terminated,278018,278472,50.0,0.2,454
354,R4_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2,34
355,R1_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2,34
356,R8_7,1.0,j_245,1,Terminated,278018,278459,50.0,0.2,441
357,M1,1.0,j_255,1,Terminated,578938,578939,100.0,0.3,1
358,R2_1,1.0,j_255,1,Terminated,578938,578939,100.0,0.39,1
359,R6_1,1.0,j_257,1,Terminated,578303,578342,100.0,0.39,39
360,M1,1.0,j_257,1,Terminated,578303,578344,100.0,0.3,41
361,R4_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39,41
362,R3_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39,40
363,R5_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39,41
364,R2_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39,40
365,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,793.0,j_258,3,Terminated,283324,283686,100.0,0.4,362
366,J3_1_2,5.0,j_259,1,Terminated,192130,192156,100.0,0.59,26
