,task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem,duration
8424,M1,2.0,j_7417,1,Terminated,443567,443583,50.0,0.39,16
8427,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_7420,10,Terminated,146551,146564,100.0,0.1,13
8428,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_7424,10,Terminated,231364,231595,75.0,0.1,231
8429,M1,1.0,j_7430,1,Terminated,458325,458327,100.0,0.3,2
8430,R2_1,1.0,j_7430,1,Terminated,458325,458327,100.0,0.39,2
8431,M3_2,3.0,j_7430,1,Terminated,458325,458334,100.0,0.25,9
8432,M1,1.0,j_7432,1,Terminated,529867,529870,100.0,0.2,3
8433,MergeTask,1.0,j_7433,1,Terminated,587209,587212,100.0,0.1,3
8434,MergeTask,1.0,j_7434,1,Terminated,637689,637831,100.0,0.1,142
8435,M1,1.0,j_7439,1,Terminated,326738,326742,50.0,0.3,4
8436,MergeTask,5.0,j_7443,1,Terminated,640424,640437,100.0,0.1,13
8437,M1,7.0,j_7451,1,Terminated,623401,623406,50.0,0.39,5
8438,M1,1.0,j_7452,1,Terminated,184465,184466,100.0,0.2,1
8439,R2_1,1.0,j_7457,1,Terminated,622257,622345,50.0,0.2,88
8440,J4_2_3,489.0,j_7457,1,Terminated,622257,622490,50.0,0.39,233
8441,R1_3,1.0,j_7457,1,Terminated,622257,622343,50.0,0.2,86
8442,M3,395.0,j_7457,1,Terminated,622257,622344,50.0,0.59,87
8443,R2_1,1.0,j_7458,1,Terminated,476170,476209,100.0,0.49,39
8444,R4_3,1.0,j_7458,1,Terminated,476158,476167,100.0,0.49,9
8445,R9_8,1.0,j_7458,1,Terminated,476148,476155,100.0,0.39,7
8446,J14_5_13,3.0,j_7458,1,Terminated,476173,476191,100.0,0.59,18
8447,J13_7_9_12,371.0,j_7458,1,Terminated,476155,476173,100.0,0.59,18
8448,R16_15,1.0,j_7458,1,Terminated,476239,476245,100.0,0.49,6
8449,R17_16,1.0,j_7458,1,Terminated,476245,476249,100.0,0.39,4
8450,R7_6,1.0,j_7458,1,Terminated,476148,476153,100.0,0.39,5
8451,M10,1.0,j_7458,1,Terminated,476144,476147,100.0,0.3,3
8452,M12_11,369.0,j_7458,1,Terminated,476154,476162,100.0,0.3,8
8453,J15_2_4_14,1.0,j_7458,1,Terminated,476209,476239,100.0,0.59,30
8454,M6,1.0,j_7458,1,Terminated,476144,476148,100.0,0.3,4
8455,J1_3,1.0,j_7458,1,Terminated,476158,476169,100.0,0.59,11
8456,M8,1.0,j_7458,1,Terminated,476144,476148,100.0,0.3,4
8457,R11_10,1.0,j_7458,1,Terminated,476148,476154,100.0,0.39,6
8458,M3,40.0,j_7458,1,Terminated,476144,476158,100.0,0.3,14
8459,M5,1.0,j_7458,1,Terminated,476144,476156,100.0,0.3,12
8460,R3_2,5.0,j_7466,1,Terminated,605633,605771,100.0,0.39,138
8461,M1,4.0,j_7466,1,Terminated,605633,605757,100.0,0.54,124
8462,J2_1,5.0,j_7466,1,Terminated,605633,605767,100.0,0.83,134
8463,R3_2,1.0,j_7471,1,Terminated,516765,516767,100.0,0.39,2
8464,R2_1,1.0,j_7471,1,Terminated,516765,516767,100.0,0.49,2
8465,M1,1.0,j_7471,1,Terminated,516765,516767,100.0,0.3,2
8466,M1,1.0,j_7472,1,Terminated,99867,99869,100.0,0.2,2
8467,M1,4.0,j_7474,1,Terminated,647822,647833,50.0,0.39,11
8468,R3_2,3.0,j_7478,1,Terminated,641066,641078,50.0,0.2,12
8469,R2_1,3.0,j_7478,1,Terminated,641066,641075,50.0,0.2,9
8470,M1,2.0,j_7478,1,Terminated,641066,641071,50.0,0.2,5
8472,R4_3,1.0,j_7479,1,Terminated,105519,105523,100.0,0.39,4
8473,M3_2,1.0,j_7479,1,Terminated,105519,105523,100.0,0.3,4
8474,R2_1,1.0,j_7479,1,Terminated,105519,105520,100.0,0.39,1
8475,M1,1.0,j_7480,1,Terminated,271155,271156,100.0,0.2,1
8476,M2,1.0,j_7482,1,Terminated,107367,107370,50.0,0.2,3
8477,J4_1_3,1.0,j_7482,1,Terminated,107367,107392,50.0,0.39,25
8478,M1,50.0,j_7482,1,Terminated,107367,107388,50.0,0.39,21
8479,R3_2,1.0,j_7482,1,Terminated,107367,107373,50.0,0.2,6
8480,R5_4,1.0,j_7482,1,Terminated,107367,107395,50.0,0.2,28
8481,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7485,6,Terminated,626140,626183,30.0,0.05,43
8482,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7485,6,Terminated,626140,626176,10.0,0.05,36
8483,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7485,6,Terminated,626140,626222,5.0,0.03,82
8484,M2,18.0,j_7489,1,Terminated,248597,248601,100.0,0.3,4
8485,M1,1.0,j_7489,1,Terminated,248597,248600,100.0,0.3,3
8486,J3_1_2,1.0,j_7489,1,Terminated,248602,248606,100.0,0.49,4
8487,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7494,6,Terminated,514459,514469,5.0,0.03,10
8488,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7494,6,Terminated,514459,514467,30.0,0.05,8
8489,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7494,6,Terminated,514459,514462,10.0,0.05,3
8490,M1,1.0,j_7497,1,Terminated,437419,437429,50.0,0.2,10
8491,R2_1,1.0,j_7497,1,Terminated,437419,437430,50.0,0.2,11
8493,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7512,6,Terminated,582078,582081,10.0,0.05,3
8494,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7512,6,Terminated,582078,582089,5.0,0.03,11
8495,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7512,6,Terminated,582078,582086,30.0,0.05,8
8496,M1,1.0,j_7514,1,Terminated,445311,445312,100.0,0.2,1
8497,MergeTask,1.0,j_7516,1,Terminated,450816,450819,100.0,0.1,3
8498,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,2.0,j_7518,10,Terminated,312662,312893,75.0,0.1,231
8499,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,1500.0,j_7522,3,Terminated,290129,290426,100.0,0.19,297
8500,M1,1.0,j_7524,1,Terminated,335738,335739,100.0,0.3,1
8501,R3_2,1.0,j_7524,1,Terminated,335738,335740,100.0,0.39,2
8502,M4_3,5.0,j_7524,1,Terminated,335738,335763,100.0,0.2,25
8503,R2_1,1.0,j_7524,1,Terminated,335738,335739,100.0,0.49,1
8504,R3_2,1.0,j_7526,1,Terminated,356152,356153,50.0,0.2,1
8505,R2_1,1.0,j_7526,1,Terminated,356152,356153,50.0,0.2,1
8506,M1,1.0,j_7526,1,Terminated,356152,356153,50.0,0.2,1
8507,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7528,6,Terminated,426184,426211,5.0,0.03,27
8508,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7528,6,Terminated,426184,426187,10.0,0.05,3
8509,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,4.0,j_7528,6,Terminated,426184,426208,30.0,0.05,24
8512,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,2.0,j_7530,10,Terminated,240298,240313,100.0,0.1,15
8513,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,18.0,j_7532,10,Terminated,220288,221233,75.0,0.1,945
8514,M4,231.0,j_7534,1,Terminated,543772,543958,100.0,0.3,186
8515,J5_2_3_4,1111.0,j_7534,1,Terminated,543772,545431,100.0,0.49,1659
8516,M1,1.0,j_7534,1,Terminated,543771,543822,100.0,0.3,51
8517,M3,7777.0,j_7534,1,Terminated,543775,544591,100.0,0.3,816
8518,R2_1,1.0,j_7534,1,Terminated,543771,543830,100.0,0.39,59
8519,M1,1.0,j_7536,1,Terminated,186102,186103,100.0,0.2,1
8520,M1,1.0,j_7537,1,Terminated,273788,273789,100.0,0.2,1
8521,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_7543,10,Terminated,575125,575134,100.0,0.1,9
8522,M1,1.0,j_7544,1,Terminated,192353,192356,100.0,0.2,3
8523,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_7546,10,Terminated,575245,575253,100.0,0.1,8
8525,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7555,6,Terminated,544702,544716,5.0,0.03,14
8526,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7555,6,Terminated,544702,544711,30.0,0.05,9
8527,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7555,6,Terminated,544702,544706,10.0,0.05,4
8528,R3_2,1.0,j_7556,1,Terminated,499162,499229,50.0,0.3,67
8529,M2,1.0,j_7556,1,Terminated,499162,499197,50.0,0.39,35
8530,R5_4,1.0,j_7556,1,Terminated,499162,499519,50.0,0.3,357
8531,J4_1_3,463.0,j_7556,1,Terminated,499162,499503,50.0,0.39,341
8532,M1,1582.0,j_7556,1,Terminated,499162,499346,50.0,0.49,184
8533,R2_1,5.0,j_7559,1,Terminated,128439,128480,100.0,0.49,41
8534,M1,9.0,j_7559,1,Terminated,128439,128457,100.0,0.3,18
8535,R3_2,5.0,j_7559,1,Terminated,128439,128531,100.0,0.39,92
8536,R5_4,1.0,j_7560,1,Terminated,103869,103872,50.0,0.2,3
8537,R3_2,1.0,j_7560,1,Terminated,103869,103870,50.0,0.2,1
8538,R2_1,1.0,j_7560,1,Terminated,103869,103870,50.0,0.2,1
8539,M4_3,1.0,j_7560,1,Terminated,103869,103872,50.0,0.2,3
8540,M1,2.0,j_7560,1,Terminated,103869,103870,50.0,0.2,1
8541,R6_5,1.0,j_7560,1,Terminated,103869,103872,50.0,0.2,3
8542,R3_2,1.0,j_7565,1,Terminated,461959,461960,50.0,0.2,1
8543,R2_1,1.0,j_7565,1,Terminated,461959,461960,50.0,0.2,1
8544,M1,1.0,j_7565,1,Terminated,461959,461960,50.0,0.2,1
8545,MergeTask,1.0,j_7567,1,Terminated,458543,458546,100.0,0.1,3
8546,M1,37.0,j_7568,1,Terminated,448561,448575,50.0,0.39,14
8547,R2_1,7.0,j_7568,1,Terminated,448561,448584,50.0,0.3,23
8548,M3,131.0,j_7568,1,Terminated,448561,448584,50.0,0.3,23
8549,R4_3,41.0,j_7568,1,Terminated,448561,448594,50.0,0.3,33
8550,M2,6.0,j_7569,1,Terminated,368263,368418,50.0,0.39,155
8551,J8_7,3.0,j_7569,1,Terminated,368263,368584,50.0,0.2,321
8552,M1,20.0,j_7569,1,Terminated,368263,368549,50.0,0.39,286
8553,M6,189.0,j_7569,1,Terminated,368263,368319,50.0,0.39,56
8554,J12_9_10_11,3.0,j_7569,1,Terminated,368263,368592,50.0,0.2,329
8555,J7_1_2_5_6,7.0,j_7569,1,Terminated,368263,368575,50.0,0.3,312
8556,R9_7,3.0,j_7569,1,Terminated,368263,368582,50.0,0.2,319
8557,R11_7,3.0,j_7569,1,Terminated,368263,368580,50.0,0.2,317
8558,R10_7,3.0,j_7569,1,Terminated,368263,368585,50.0,0.2,322
8559,R4_3,3.0,j_7569,1,Terminated,368263,368274,50.0,0.2,11
8560,R5_4,1.0,j_7569,1,Terminated,368263,368284,50.0,0.2,21
8561,M3,1.0,j_7569,1,Terminated,368263,368267,50.0,0.2,4
8562,R11_10,1.0,j_7570,1,Terminated,136930,136934,100.0,0.39,4
8563,M2,223.0,j_7570,1,Terminated,136878,136884,100.0,0.3,6
8564,R10_9,1.0,j_7570,1,Terminated,136924,136930,100.0,0.49,6
8565,J6_4_5,1.0,j_7570,1,Terminated,136893,136906,100.0,0.59,13
8566,M3,245.0,j_7570,1,Terminated,136878,136885,100.0,0.3,7
8567,M5,15.0,j_7570,1,Terminated,136878,136883,100.0,0.3,5
8568,R8_7,1.0,j_7570,1,Terminated,136888,136894,100.0,0.49,6
8569,J9_1_2_6_8,3.0,j_7570,1,Terminated,136907,136924,100.0,0.59,17
8570,M7,1.0,j_7570,1,Terminated,136878,136888,100.0,0.3,10
8571,M1,1.0,j_7570,1,Terminated,136878,136883,100.0,0.3,5
8572,R4_3,2.0,j_7570,1,Terminated,136885,136893,100.0,0.49,8
8573,M1,2.0,j_7571,1,Terminated,148251,148254,100.0,0.2,3
8577,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7578,6,Terminated,431452,431455,10.0,0.05,3
8578,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7578,6,Terminated,431452,431474,30.0,0.05,22
8579,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7578,6,Terminated,431452,431479,5.0,0.03,27
8580,M2,5.0,j_7583,1,Terminated,575594,575626,50.0,0.39,32
8581,M1,1.0,j_7583,1,Terminated,575594,575598,50.0,0.3,4
8582,M1,1.0,j_7584,1,Terminated,416808,416809,100.0,0.2,1
8583,M1,1.0,j_7586,1,Terminated,644407,644408,100.0,0.3,1
8584,R2_1,1.0,j_7586,1,Terminated,644407,644409,100.0,0.49,2
8585,R6_5,1.0,j_7586,1,Terminated,644407,644416,100.0,0.39,9
8586,M4_3,9.0,j_7586,1,Terminated,644407,644415,100.0,0.3,8
8587,R5_4,9.0,j_7586,1,Terminated,644407,644415,100.0,0.49,8
8588,R3_2,1.0,j_7586,1,Terminated,644407,644409,100.0,0.39,2
8589,R9_15,1.0,j_7599,1,Terminated,493367,493691,50.0,0.2,324
8590,R14_15,1.0,j_7599,1,Terminated,493367,493691,50.0,0.2,324
8591,J17_2_4_8_10_14_16,1.0,j_7599,1,Terminated,493367,493750,50.0,0.2,383
8592,R13_12,1.0,j_7599,1,Terminated,493367,493685,50.0,0.2,318
8593,M15_13,1.0,j_7599,1,Terminated,493367,493689,50.0,0.2,322
8594,M5,5.0,j_7599,1,Terminated,493367,493378,50.0,0.39,11
8595,J21_2_4_10_14_16_20,1.0,j_7599,1,Terminated,493367,494040,50.0,0.2,673
8596,M19,1.0,j_7599,1,Terminated,493367,493372,50.0,0.3,5
8597,M3,1.0,j_7599,1,Terminated,493367,493372,50.0,0.2,5
8598,R2_1,1.0,j_7599,1,Terminated,493367,493694,50.0,0.2,327
8599,J20_8_19,1.0,j_7599,1,Terminated,493367,493756,50.0,0.3,389
8600,R10_9,1.0,j_7599,1,Terminated,493367,493694,50.0,0.2,327
8601,R16_15,1.0,j_7599,1,Terminated,493367,493691,50.0,0.2,324
8602,R12_11,1.0,j_7599,1,Terminated,493367,493372,50.0,0.2,5
8603,M7,1.0,j_7599,1,Terminated,493367,493393,50.0,0.39,26
8604,R4_3,1.0,j_7599,1,Terminated,493367,493375,50.0,0.2,8
8605,R6_5,1.0,j_7599,1,Terminated,493367,493706,50.0,0.2,339
8606,M11,1.0,j_7599,1,Terminated,493367,493370,50.0,0.2,3
8607,J8_6_7_18,1.0,j_7599,1,Terminated,493367,493747,50.0,0.3,380
8608,R1_15,1.0,j_7599,1,Terminated,493367,493691,50.0,0.2,324
8609,M18,1.0,j_7599,1,Terminated,493367,493378,50.0,0.3,11
8610,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,83.0,j_7601,6,Terminated,430335,430382,30.0,0.05,47
8611,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7601,6,Terminated,430335,430780,5.0,0.03,445
8612,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7601,6,Terminated,430335,430338,10.0,0.05,3
8613,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_7605,10,Terminated,567791,567804,100.0,0.1,13
8614,M1,1.0,j_7607,1,Terminated,87416,87417,100.0,0.2,1
8615,M1,1.0,j_7608,1,Terminated,532190,532194,100.0,0.2,4
8616,R3_2,1.0,j_7609,1,Terminated,210951,210959,50.0,0.2,8
8617,R5_4,1.0,j_7609,1,Terminated,210951,210957,50.0,0.2,6
8618,J8_1_7,517.0,j_7609,1,Terminated,210951,211240,50.0,0.39,289
8619,M6,1.0,j_7609,1,Terminated,210951,210955,50.0,0.2,4
8620,M2,1.0,j_7609,1,Terminated,210951,210954,50.0,0.2,3
8621,M1,671.0,j_7609,1,Terminated,210951,211145,50.0,0.49,194
8622,J7_3_5_6,1.0,j_7609,1,Terminated,210951,210969,50.0,0.2,18
8623,M4,1.0,j_7609,1,Terminated,210951,210954,50.0,0.2,3
8624,R5_4,1.0,j_7610,1,Terminated,209720,209721,100.0,0.39,1
8625,M3,1.0,j_7610,1,Terminated,209720,209721,100.0,0.3,1
8626,M1,1.0,j_7610,1,Terminated,209720,209721,100.0,0.3,1
8627,R4_3,1.0,j_7610,1,Terminated,209720,209722,100.0,0.49,2
8628,R2_1,1.0,j_7610,1,Terminated,209720,209721,100.0,0.39,1
8629,M1,2.0,j_7611,1,Terminated,107290,107334,50.0,0.59,44
8630,J2_1,7.0,j_7611,1,Terminated,107290,107351,50.0,0.39,61
8632,M2,1.0,j_7621,1,Terminated,205575,205582,50.0,0.2,7
8633,M1,1.0,j_7621,1,Terminated,205575,205579,50.0,0.2,4
8634,R3_2,1.0,j_7621,1,Terminated,205575,205596,50.0,0.2,21
8635,M1,1.0,j_7623,1,Terminated,199604,199607,50.0,0.2,3
8636,R3_2,1.0,j_7626,1,Terminated,124821,124828,100.0,0.39,7
8637,M1,6.0,j_7626,1,Terminated,124821,124828,100.0,0.3,7
8638,R2_1,3.0,j_7626,1,Terminated,124821,124828,100.0,0.49,7
8639,M3_2,1.0,j_7627,1,Terminated,158812,159034,100.0,0.25,222
8640,M1,1.0,j_7627,1,Terminated,158805,158808,100.0,0.3,3
8641,R2_1,1.0,j_7627,1,Terminated,158809,158811,100.0,0.39,2
8642,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7631,6,Terminated,367391,367533,30.0,0.05,142
8643,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7631,6,Terminated,367391,367542,5.0,0.03,151
8644,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7631,6,Terminated,367391,367455,10.0,0.05,64
8645,R2_1,1.0,j_7632,1,Terminated,594825,594826,100.0,0.39,1
8646,R4_3,1.0,j_7632,1,Terminated,594825,594828,100.0,0.39,3
8647,R8_7,1.0,j_7632,1,Terminated,594825,594827,100.0,0.39,2
8648,M11_2_4_6_8_10,59.0,j_7632,1,Terminated,594825,595157,100.0,0.49,332
8649,R12_11,900.0,j_7632,1,Terminated,594825,595186,100.0,0.39,361
8650,M5,1.0,j_7632,1,Terminated,594825,594826,100.0,0.3,1
8651,R6_5,1.0,j_7632,1,Terminated,594825,594826,100.0,0.39,1
8652,M1,1.0,j_7632,1,Terminated,594825,594826,100.0,0.3,1
8653,M3,1.0,j_7632,1,Terminated,594825,594828,100.0,0.3,3
8654,M9,1.0,j_7632,1,Terminated,594825,594826,100.0,0.3,1
8655,R10_9,1.0,j_7632,1,Terminated,594825,594826,100.0,0.39,1
8656,M7,1.0,j_7632,1,Terminated,594825,594826,100.0,0.3,1
8657,M3,1.0,j_7635,1,Terminated,579077,579078,100.0,0.3,1
8659,R9_8,1.0,j_7635,1,Terminated,579077,579084,100.0,0.39,7
8660,M7_2_4_6,3.0,j_7635,1,Terminated,579077,579084,100.0,0.3,7
8661,R2_1,1.0,j_7635,1,Terminated,579077,579081,100.0,0.39,4
8662,R6_5,1.0,j_7635,1,Terminated,579077,579078,100.0,0.39,1
8663,R8_7,1.0,j_7635,1,Terminated,579077,579084,100.0,0.49,7
8664,M1,2.0,j_7635,1,Terminated,579077,579081,100.0,0.3,4
8665,R4_3,1.0,j_7635,1,Terminated,579077,579078,100.0,0.39,1
8666,R2_1,3.0,j_7636,1,Terminated,610211,610219,100.0,0.39,8
8667,M1,4.0,j_7636,1,Terminated,610211,610217,100.0,0.35,6
8668,M1,1.0,j_7641,1,Terminated,355495,355496,100.0,0.2,1
8669,M1,1.0,j_7643,1,Terminated,434058,434062,50.0,0.2,4
8670,M1,4.0,j_7645,1,Terminated,384725,384731,50.0,0.39,6
8671,MergeTask,1.0,j_7646,1,Terminated,619509,619531,100.0,0.1,22
8673,R2_1,1.0,j_7654,1,Terminated,444223,444224,100.0,0.39,1
8674,M3_2,3.0,j_7654,1,Terminated,444223,444228,100.0,0.25,5
8675,M1,1.0,j_7664,1,Terminated,273831,273833,100.0,0.2,2
8676,MergeTask,1.0,j_7665,1,Terminated,159499,159524,100.0,0.1,25
8677,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7669,6,Terminated,594618,594645,30.0,0.05,27
8678,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7669,6,Terminated,594618,594621,10.0,0.05,3
8679,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7669,6,Terminated,594618,594648,5.0,0.03,30
8680,J5_3_4,5.0,j_7671,1,Terminated,283549,283593,50.0,0.39,44
8681,J6_3_5,5.0,j_7671,1,Terminated,283549,283603,50.0,0.3,54
8682,J7_1_2_6,7.0,j_7671,1,Terminated,283549,283792,50.0,0.3,243
8683,M2,5.0,j_7671,1,Terminated,283549,283787,50.0,0.3,238
8684,M4,1.0,j_7671,1,Terminated,283549,283551,50.0,0.3,2
8685,M3,4.0,j_7671,1,Terminated,283549,283586,50.0,0.49,37
8686,M1,1.0,j_7671,1,Terminated,283549,283573,50.0,0.39,24
8687,M1,7.0,j_7675,1,Terminated,676683,676688,50.0,0.39,5
8688,M1,55.0,j_7678,1,Terminated,174166,174179,50.0,0.59,13
8689,R2_1,1.0,j_7678,1,Terminated,174165,174183,50.0,0.2,18
8690,M1,1.0,j_7683,1,Terminated,443911,443928,100.0,0.2,17
8691,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7687,6,Terminated,621633,621652,10.0,0.05,19
8692,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7687,6,Terminated,621633,621688,5.0,0.03,55
8693,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,31.0,j_7687,6,Terminated,621633,621684,30.0,0.05,51
8696,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7690,6,Terminated,549540,549858,5.0,0.03,318
8697,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,5.0,j_7690,6,Terminated,549540,549562,30.0,0.05,22
8698,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7690,6,Terminated,549540,549544,10.0,0.05,4
8699,M1,1.0,j_7692,1,Terminated,105324,105329,50.0,0.3,5
8700,M1,120.0,j_7695,1,Terminated,591447,591467,50.0,0.3,20
8701,M5,1.0,j_7695,1,Terminated,591447,591456,50.0,0.3,9
8702,J7_1_6,53.0,j_7695,1,Terminated,591447,591501,50.0,0.3,54
8703,R8_7,1.0,j_7695,1,Terminated,591447,591501,50.0,0.2,54
8704,J6_4_5,1.0,j_7695,1,Terminated,591447,591468,50.0,0.2,21
8705,M2,9.0,j_7695,1,Terminated,591447,591459,50.0,0.2,12
8706,J4_2_3,15.0,j_7695,1,Terminated,591447,591463,50.0,0.3,16
8707,M3,3.0,j_7695,1,Terminated,591447,591454,50.0,0.3,7
8708,J5_3_4,7.0,j_7697,1,Terminated,210100,210139,50.0,0.39,39
8709,M3_2,1.0,j_7697,1,Terminated,210100,210120,50.0,0.39,20
8710,R2_1,1.0,j_7697,1,Terminated,210100,210109,50.0,0.2,9
8711,M4,8.0,j_7697,1,Terminated,210100,210115,50.0,0.49,15
8712,R7_6,5.0,j_7697,1,Terminated,210100,210200,50.0,0.3,100
8713,J6_3_5,5.0,j_7697,1,Terminated,210100,210184,50.0,0.49,84
8714,M1,1.0,j_7697,1,Terminated,210100,210108,50.0,0.2,8
8716,M4,173.0,j_7700,1,Terminated,595385,595395,100.0,0.3,10
8717,R2_1,1.0,j_7700,1,Terminated,595385,595387,100.0,0.49,2
8718,R3_2,1.0,j_7700,1,Terminated,595385,595388,100.0,0.39,3
8719,M1,1.0,j_7700,1,Terminated,595385,595387,100.0,0.3,2
8720,R6_5,175.0,j_7700,1,Terminated,595385,595397,100.0,0.39,12
8721,J5_3_4,175.0,j_7700,1,Terminated,595385,595397,100.0,0.59,12
8723,M1,316.0,j_7702,1,Terminated,194306,194341,100.0,0.3,35
8724,R2_1,1.0,j_7702,1,Terminated,194341,194358,100.0,0.39,17
8725,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7705,6,Terminated,262690,262703,30.0,0.05,13
8726,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7705,6,Terminated,262690,262765,5.0,0.03,75
8727,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7705,6,Terminated,262690,262693,10.0,0.05,3
8728,R3_2,51.0,j_7706,1,Terminated,595297,595323,100.0,0.39,26
8729,M1,149.0,j_7706,1,Terminated,595297,595319,100.0,0.3,22
8730,R2_1,51.0,j_7706,1,Terminated,595297,595322,100.0,0.49,25
8731,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7707,6,Terminated,548986,549304,30.0,0.05,318
8732,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7707,6,Terminated,548986,549299,10.0,0.05,313
8733,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7707,6,Terminated,548986,549670,5.0,0.03,684
8734,R3_2,3.0,j_7709,1,Terminated,495252,495254,100.0,0.49,2
8735,M1,70.0,j_7709,1,Terminated,495252,495256,100.0,0.3,4
8736,M2,2.0,j_7709,1,Terminated,495252,495253,100.0,0.3,1
8737,J4_1_3,73.0,j_7709,1,Terminated,495252,495256,100.0,0.59,4
8738,R5_4,73.0,j_7709,1,Terminated,495252,495256,100.0,0.39,4
8740,M1,24.0,j_7712,1,Terminated,281711,281715,50.0,0.2,4
8741,R2_1,1.0,j_7712,1,Terminated,281711,281719,50.0,0.2,8
8742,M1,1.0,j_7716,1,Terminated,205526,205527,100.0,0.2,1
8743,R4_3,1.0,j_7726,1,Terminated,353967,353971,100.0,0.49,4
8744,M1,1.0,j_7726,1,Terminated,353957,353960,100.0,0.3,3
8745,R7_6,1.0,j_7726,1,Terminated,353977,353981,100.0,0.39,4
8746,M6_5,1.0,j_7726,1,Terminated,353974,353977,100.0,0.3,3
8747,M2,1.0,j_7726,1,Terminated,353957,353961,100.0,0.3,4
8748,R5_4,1.0,j_7726,1,Terminated,353971,353973,100.0,0.39,2
8749,J3_1_2,1.0,j_7726,1,Terminated,353961,353967,100.0,0.59,6
8750,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_7729,6,Terminated,101048,101370,30.0,0.05,322
8751,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_7729,6,Terminated,101048,101363,10.0,0.05,315
8752,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_7729,6,Terminated,101048,101741,5.0,0.03,693
8753,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,5.0,j_7730,10,Terminated,473142,473236,100.0,0.1,94
8754,M1,1.0,j_7732,1,Terminated,271888,271889,100.0,0.3,1
8755,R2_1,1.0,j_7732,1,Terminated,271888,271889,100.0,0.39,1
8767,J12_1_3_5_7_9_11,7.0,j_7742,1,Terminated,446213,446214,100.0,0.49,1
8768,MergeTask,1.0,j_7744,1,Terminated,285123,285127,100.0,0.1,4
8769,M1,1.0,j_7749,1,Terminated,322383,322391,100.0,0.3,8
8770,R4_3,1.0,j_7749,1,Terminated,322383,322391,100.0,0.39,8
